industry,country,date,keyword,cpc_usd,cpc_euro,searches,exchange_rate,final_cpc_usd,sea_expend_per_cap_usd,unemployment_rate,broadb_subscr_per_100_inhab,date_new,today,price_effect,quantity_effect,half_year,id,industry_date_country_id,price_effect_new,quantity_effect_new,retail,structural_break,country_1,country_2,country_3,country_4,country_5,country_6,apr,industry_new,industry_new_1,industry_new_2,industry_new_3,industry_new_4,industry_new_5,industry_new_6,industry_new_7,industry_new_8,industry_new_9,industry_new_10,industry_new_11,industry_new_12,industry_new_13,industry_new_14,industry_new_15,mean_searches,mean_searches_tenth,industry_time,country_time,mean_industry,mean_country
entertainment electronics,GBR,04/09,computers,3.07,,246000,,3.07,65.28,7.451,30.84,18017,19303,0.8907471,0.1092528,1,33,225,0.890747,0.109253,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542800,54.28,33,33,1.632,3.247067
entertainment electronics,GBR,04/09,digital cameras,1.66,,1000000,,1.66,65.28,7.451,30.84,18017,19303,0.8907471,0.1092528,1,33,225,,,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542800,54.28,33,33,1.632,3.247067
entertainment electronics,GBR,04/09,laptop computers,5.92,,550000,,5.92,65.28,7.451,30.84,18017,19303,0.8907471,0.1092528,1,33,225,,,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542800,54.28,33,33,1.632,3.247067
entertainment electronics,GBR,04/09,mp3 player,0.65,,368000,,0.65,65.28,7.451,30.84,18017,19303,0.8907471,0.1092528,1,33,225,,,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542800,54.28,33,33,1.632,3.247067
entertainment electronics,GBR,04/09,tvs,1.81,,550000,,1.81,65.28,7.451,30.84,18017,19303,0.8907471,0.1092528,1,33,225,,,1,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542800,54.28,33,33,1.632,3.247067
entertainment electronics,USA,04/09,computers,3.06,,2240000,,3.06,49.14,9.625,26.66,18017,19303,0.8598908,0.1401092,1,33,233,0.859891,0.140109,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2584600,258.46,33,41,1.632,3.446267
entertainment electronics,USA,04/09,digital cameras,1.83,,6120000,,1.83,49.14,9.625,26.66,18017,19303,0.8598908,0.1401092,1,33,233,,,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2584600,258.46,33,41,1.632,3.446267
entertainment electronics,USA,04/09,laptop computers,6.41,,2240000,,6.41,49.14,9.625,26.66,18017,19303,0.8598908,0.1401092,1,33,233,,,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2584600,258.46,33,41,1.632,3.446267
entertainment electronics,USA,04/09,mp3 player,0.95,,823000,,0.95,49.14,9.625,26.66,18017,19303,0.8598908,0.1401092,1,33,233,,,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2584600,258.46,33,41,1.632,3.446267
entertainment electronics,USA,04/09,tvs,1.95,,1500000,,1.95,49.14,9.625,26.66,18017,19303,0.8598908,0.1401092,1,33,233,,,1,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2584600,258.46,33,41,1.632,3.446267
fashion,DEU,04/09,jackets,2.89,,74000,,2.89,31.46,7.742,30.21,18017,19303,0.3982863,0.6017137,1,41,241,0.398286,0.601714,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349820,34.982,41,1,0.9693334,2.066533
fashion,DEU,04/09,clothing,2.85,,74000,,2.85,31.46,7.742,30.21,18017,19303,0.3982863,0.6017137,1,41,241,,,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349820,34.982,41,1,0.9693334,2.066533
fashion,DEU,04/09,shoes,0.8,,1500000,,0.8,31.46,7.742,30.21,18017,19303,0.3982863,0.6017137,1,41,241,,,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349820,34.982,41,1,0.9693334,2.066533
fashion,DEU,04/09,sportswear,1.03,,27100,,1.03,31.46,7.742,30.21,18017,19303,0.3982863,0.6017137,1,41,241,,,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349820,34.982,41,1,0.9693334,2.066533
fashion,DEU,04/09,underwear,4.03,,74000,,4.03,31.46,7.742,30.21,18017,19303,0.3982863,0.6017137,1,41,241,,,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,349820,34.982,41,1,0.9693334,2.066533
fashion,ESP,04/09,jackets,0.36,,5400,,0.36,17.36,18,21.27,18017,19303,0.2675362,0.7324638,1,41,249,0.267536,0.732464,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47280,4.728,41,9,0.9693334,1.057333
fashion,ESP,04/09,clothing,0.4,,74000,,0.4,17.36,18,21.27,18017,19303,0.2675362,0.7324638,1,41,249,,,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47280,4.728,41,9,0.9693334,1.057333
fashion,ESP,04/09,sportswear,0.22,,9900,,0.22,17.36,18,21.27,18017,19303,0.2675362,0.7324638,1,41,249,,,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47280,4.728,41,9,0.9693334,1.057333
fashion,ESP,04/09,underwear,0.27,,12100,,0.27,17.36,18,21.27,18017,19303,0.2675362,0.7324638,1,41,249,,,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47280,4.728,41,9,0.9693334,1.057333
fashion,ESP,04/09,shoes,0.43,,135000,,0.43,17.36,18,21.27,18017,19303,0.2675362,0.7324638,1,41,249,,,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47280,4.728,41,9,0.9693334,1.057333
fashion,FRA,04/09,shoes,0.54,,1500000,,0.54,17.32,9.517,31.79,18017,19303,0.2670844,0.7329156,1,41,257,0.267084,0.732916,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403020,40.302,41,17,0.9693334,1.361333
fashion,FRA,04/09,underwear,0.55,,301000,,0.55,17.32,9.517,31.79,18017,19303,0.2670844,0.7329156,1,41,257,,,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403020,40.302,41,17,0.9693334,1.361333
fashion,FRA,04/09,jackets,0.43,,90500,,0.43,17.32,9.517,31.79,18017,19303,0.2670844,0.7329156,1,41,257,,,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403020,40.302,41,17,0.9693334,1.361333
fashion,FRA,04/09,clothing,0.57,,90500,,0.57,17.32,9.517,31.79,18017,19303,0.2670844,0.7329156,1,41,257,,,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403020,40.302,41,17,0.9693334,1.361333
fashion,FRA,04/09,sportswear,0.89,,33100,,0.89,17.32,9.517,31.79,18017,19303,0.2670844,0.7329156,1,41,257,,,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403020,40.302,41,17,0.9693334,1.361333
fashion,ITA,04/09,clothing,0.54,,40500,,0.54,15.03,7.808,20.05,18017,19303,0.2402555,0.7597445,1,41,265,0.240255,0.759745,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72260,7.226,41,25,0.9693334,1.201467
fashion,ITA,04/09,sportswear,0.62,,201000,,0.62,15.03,7.808,20.05,18017,19303,0.2402555,0.7597445,1,41,265,,,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72260,7.226,41,25,0.9693334,1.201467
fashion,ITA,04/09,underwear,0.49,,5400,,0.49,15.03,7.808,20.05,18017,19303,0.2402555,0.7597445,1,41,265,,,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72260,7.226,41,25,0.9693334,1.201467
fashion,ITA,04/09,jackets,0.35,,4400,,0.35,15.03,7.808,20.05,18017,19303,0.2402555,0.7597445,1,41,265,,,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72260,7.226,41,25,0.9693334,1.201467
fashion,ITA,04/09,shoes,0.46,,110000,,0.46,15.03,7.808,20.05,18017,19303,0.2402555,0.7597445,1,41,265,,,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72260,7.226,41,25,0.9693334,1.201467
fashion,GBR,04/09,clothing,0.85,,165000,,0.85,65.28,7.451,30.84,18017,19303,0.5786803,0.4213198,1,41,273,0.57868,0.42132,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147640,14.764,41,33,0.9693334,3.247067
fashion,GBR,04/09,jackets,1.04,,40500,,1.04,65.28,7.451,30.84,18017,19303,0.5786803,0.4213198,1,41,273,,,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147640,14.764,41,33,0.9693334,3.247067
fashion,GBR,04/09,shoes,1.06,,450000,,1.06,65.28,7.451,30.84,18017,19303,0.5786803,0.4213198,1,41,273,,,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147640,14.764,41,33,0.9693334,3.247067
fashion,GBR,04/09,sportswear,1.29,,22200,,1.29,65.28,7.451,30.84,18017,19303,0.5786803,0.4213198,1,41,273,,,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147640,14.764,41,33,0.9693334,3.247067
fashion,GBR,04/09,underwear,0.98,,60500,,0.98,65.28,7.451,30.84,18017,19303,0.5786803,0.4213198,1,41,273,,,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,147640,14.764,41,33,0.9693334,3.247067
fashion,USA,04/09,clothing,1.01,,246000,,1.01,49.14,9.625,26.66,18017,19303,0.5083356,0.4916644,1,41,281,0.508336,0.491664,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812200,81.22,41,41,0.9693334,3.446267
fashion,USA,04/09,jackets,1.08,,673000,,1.08,49.14,9.625,26.66,18017,19303,0.5083356,0.4916644,1,41,281,,,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812200,81.22,41,41,0.9693334,3.446267
fashion,USA,04/09,shoes,1.06,,2740000,,1.06,49.14,9.625,26.66,18017,19303,0.5083356,0.4916644,1,41,281,,,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812200,81.22,41,41,0.9693334,3.446267
fashion,USA,04/09,sportswear,1.17,,201000,,1.17,49.14,9.625,26.66,18017,19303,0.5083356,0.4916644,1,41,281,,,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812200,81.22,41,41,0.9693334,3.446267
fashion,USA,04/09,underwear,0.82,,201000,,0.82,49.14,9.625,26.66,18017,19303,0.5083356,0.4916644,1,41,281,,,1,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,812200,81.22,41,41,0.9693334,3.446267
finance,DEU,04/09,current account,9.49,,74000,,9.49,31.46,7.742,30.21,18017,19303,1.158716,-0.1587164,1,49,289,1.15872,-0.158716,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,340100,34.01,49,1,6.794,2.066533
finance,DEU,04/09,mortgage,3.36,,9900,,3.36,31.46,7.742,30.21,18017,19303,1.158716,-0.1587164,1,49,289,,,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,340100,34.01,49,1,6.794,2.066533
finance,DEU,04/09,car insurance,5.04,,110000,,5.04,31.46,7.742,30.21,18017,19303,1.158716,-0.1587164,1,49,289,,,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,340100,34.01,49,1,6.794,2.066533
finance,DEU,04/09,credit,6.68,,1500000,,6.68,31.46,7.742,30.21,18017,19303,1.158716,-0.1587164,1,49,289,,,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,340100,34.01,49,1,6.794,2.066533
finance,DEU,04/09,savings account,4.64,,6600,,4.64,31.46,7.742,30.21,18017,19303,1.158716,-0.1587164,1,49,289,,,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,340100,34.01,49,1,6.794,2.066533
finance,ESP,04/09,credit,1.42,,18100,,1.42,17.36,18,21.27,18017,19303,1.330193,-0.3301933,1,49,297,1.33019,-0.330193,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49040,4.904,49,9,6.794,1.057333
finance,ESP,04/09,current account,2.09,,3600,,2.09,17.36,18,21.27,18017,19303,1.330193,-0.3301933,1,49,297,,,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49040,4.904,49,9,6.794,1.057333
finance,ESP,04/09,savings account,1.22,,4400,,1.22,17.36,18,21.27,18017,19303,1.330193,-0.3301933,1,49,297,,,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49040,4.904,49,9,6.794,1.057333
finance,ESP,04/09,mortgage,3.62,,201000,,3.62,17.36,18,21.27,18017,19303,1.330193,-0.3301933,1,49,297,,,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49040,4.904,49,9,6.794,1.057333
finance,ESP,04/09,car insurance,4.23,,18100,,4.23,17.36,18,21.27,18017,19303,1.330193,-0.3301933,1,49,297,,,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49040,4.904,49,9,6.794,1.057333
finance,FRA,04/09,car insurance,4.55,,27100,,4.55,17.32,9.517,31.79,18017,19303,1.331208,-0.3312085,1,49,305,1.33121,-0.331208,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17620,1.762,49,17,6.794,1.361333
finance,FRA,04/09,current account,0.8,,2400,,0.8,17.32,9.517,31.79,18017,19303,1.331208,-0.3312085,1,49,305,,,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17620,1.762,49,17,6.794,1.361333
finance,FRA,04/09,savings account,1.16,,4400,,1.16,17.32,9.517,31.79,18017,19303,1.331208,-0.3312085,1,49,305,,,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17620,1.762,49,17,6.794,1.361333
finance,FRA,04/09,credit,3.15,,27100,,3.15,17.32,9.517,31.79,18017,19303,1.331208,-0.3312085,1,49,305,,,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17620,1.762,49,17,6.794,1.361333
finance,FRA,04/09,mortgage,3.31,,27100,,3.31,17.32,9.517,31.79,18017,19303,1.331208,-0.3312085,1,49,305,,,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17620,1.762,49,17,6.794,1.361333
finance,ITA,04/09,car insurance,3.83,,27100,,3.83,15.03,7.808,20.05,18017,19303,1.401956,-0.4019562,1,49,313,1.40196,-0.401956,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64460,6.446,49,25,6.794,1.201467
finance,ITA,04/09,current account,1.67,,8100,,1.67,15.03,7.808,20.05,18017,19303,1.401956,-0.4019562,1,49,313,,,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64460,6.446,49,25,6.794,1.201467
finance,ITA,04/09,savings account,1.34,,12100,,1.34,15.03,7.808,20.05,18017,19303,1.401956,-0.4019562,1,49,313,,,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64460,6.446,49,25,6.794,1.201467
finance,ITA,04/09,mortgage,3.13,,165000,,3.13,15.03,7.808,20.05,18017,19303,1.401956,-0.4019562,1,49,313,,,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64460,6.446,49,25,6.794,1.201467
finance,ITA,04/09,credit,4.21,,110000,,4.21,15.03,7.808,20.05,18017,19303,1.401956,-0.4019562,1,49,313,,,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64460,6.446,49,25,6.794,1.201467
finance,GBR,04/09,car insurance,22.89,,1500000,,22.89,65.28,7.451,30.84,18017,19303,1.070678,-0.0706776,1,49,321,1.07068,-0.070678,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343600,34.36,49,33,6.794,3.247067
finance,GBR,04/09,credit,9.09,,110000,,9.09,65.28,7.451,30.84,18017,19303,1.070678,-0.0706776,1,49,321,,,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343600,34.36,49,33,6.794,3.247067
finance,GBR,04/09,current account,4.17,,5400,,4.17,65.28,7.451,30.84,18017,19303,1.070678,-0.0706776,1,49,321,,,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343600,34.36,49,33,6.794,3.247067
finance,GBR,04/09,mortgage,14.66,,90500,,14.66,65.28,7.451,30.84,18017,19303,1.070678,-0.0706776,1,49,321,,,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343600,34.36,49,33,6.794,3.247067
finance,GBR,04/09,savings account,10.13,,12100,,10.13,65.28,7.451,30.84,18017,19303,1.070678,-0.0706776,1,49,321,,,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343600,34.36,49,33,6.794,3.247067
finance,USA,04/09,car insurance,32.37,,450000,,32.37,49.14,9.625,26.66,18017,19303,1.096123,-0.096123,1,49,329,1.09612,-0.096123,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248820,24.882,49,41,6.794,3.446267
finance,USA,04/09,current account,8.26,,110000,,8.26,49.14,9.625,26.66,18017,19303,1.096123,-0.096123,1,49,329,,,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248820,24.882,49,41,6.794,3.446267
finance,USA,04/09,credit,8.89,,201000,,8.89,49.14,9.625,26.66,18017,19303,1.096123,-0.096123,1,49,329,,,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248820,24.882,49,41,6.794,3.446267
finance,USA,04/09,mortgage,13.69,,450000,,13.69,49.14,9.625,26.66,18017,19303,1.096123,-0.096123,1,49,329,,,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248820,24.882,49,41,6.794,3.446267
finance,USA,04/09,savings account,10.73,,33100,,10.73,49.14,9.625,26.66,18017,19303,1.096123,-0.096123,1,49,329,,,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248820,24.882,49,41,6.794,3.446267
household electronics,DEU,04/09,coffee machine,1.35,,246000,,1.35,31.46,7.742,30.21,18017,19303,0.8014481,0.1985519,1,65,385,0.801448,0.198552,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330420,33.042,65,1,0.928,2.066533
household electronics,DEU,04/09,microwave,0.71,,165000,,0.71,31.46,7.742,30.21,18017,19303,0.8014481,0.1985519,1,65,385,,,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330420,33.042,65,1,0.928,2.066533
household electronics,DEU,04/09,hoover,1.13,,673000,,1.13,31.46,7.742,30.21,18017,19303,0.8014481,0.1985519,1,65,385,,,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330420,33.042,65,1,0.928,2.066533
household electronics,DEU,04/09,fans,1.4,,18100,,1.4,31.46,7.742,30.21,18017,19303,0.8014481,0.1985519,1,65,385,,,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330420,33.042,65,1,0.928,2.066533
household electronics,DEU,04/09,washing machines,0.8,,550000,,0.8,31.46,7.742,30.21,18017,19303,0.8014481,0.1985519,1,65,385,,,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,330420,33.042,65,1,0.928,2.066533
household electronics,ESP,04/09,fans,0.71,,33100,,0.71,17.36,18,21.27,18017,19303,0.6901502,0.3098498,1,65,393,0.69015,0.30985,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21720,2.172,65,9,0.928,1.057333
household electronics,ESP,04/09,hoover,0.38,,8100,,0.38,17.36,18,21.27,18017,19303,0.6901502,0.3098498,1,65,393,,,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21720,2.172,65,9,0.928,1.057333
household electronics,ESP,04/09,coffee machine,0.31,,18100,,0.31,17.36,18,21.27,18017,19303,0.6901502,0.3098498,1,65,393,,,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21720,2.172,65,9,0.928,1.057333
household electronics,ESP,04/09,washing machines,0.2,,27100,,0.2,17.36,18,21.27,18017,19303,0.6901502,0.3098498,1,65,393,,,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21720,2.172,65,9,0.928,1.057333
household electronics,ESP,04/09,microwave,0.19,,22200,,0.19,17.36,18,21.27,18017,19303,0.6901502,0.3098498,1,65,393,,,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21720,2.172,65,9,0.928,1.057333
household electronics,FRA,04/09,hoover,0.53,,135000,,0.53,17.32,9.517,31.79,18017,19303,0.6896567,0.3103433,1,65,401,0.689657,0.310343,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93420,9.342,65,17,0.928,1.361333
household electronics,FRA,04/09,coffee machine,0.7,,49500,,0.7,17.32,9.517,31.79,18017,19303,0.6896567,0.3103433,1,65,401,,,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93420,9.342,65,17,0.928,1.361333
household electronics,FRA,04/09,washing machines,0.63,,165000,,0.63,17.32,9.517,31.79,18017,19303,0.6896567,0.3103433,1,65,401,,,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93420,9.342,65,17,0.928,1.361333
household electronics,FRA,04/09,microwave,0.5,,90500,,0.5,17.32,9.517,31.79,18017,19303,0.6896567,0.3103433,1,65,401,,,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93420,9.342,65,17,0.928,1.361333
household electronics,FRA,04/09,fans,0.43,,27100,,0.43,17.32,9.517,31.79,18017,19303,0.6896567,0.3103433,1,65,401,,,1,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93420,9.342,65,17,0.928,1.361333
household electronics,ITA,04/09,hoover,0.67,,12100,,0.67,15.03,7.808,20.05,18017,19303,0.6585189,0.3414811,1,65,409,0.658519,0.341481,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,1.238,65,25,0.928,1.201467
household electronics,ITA,04/09,coffee machine,0.36,,2900,,0.36,15.03,7.808,20.05,18017,19303,0.6585189,0.3414811,1,65,409,,,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,1.238,65,25,0.928,1.201467
household electronics,ITA,04/09,fans,1.01,,14800,,1.01,15.03,7.808,20.05,18017,19303,0.6585189,0.3414811,1,65,409,,,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,1.238,65,25,0.928,1.201467
household electronics,ITA,04/09,washing machines,0.42,,22200,,0.42,15.03,7.808,20.05,18017,19303,0.6585189,0.3414811,1,65,409,,,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,1.238,65,25,0.928,1.201467
household electronics,ITA,04/09,microwave,0.31,,9900,,0.31,15.03,7.808,20.05,18017,19303,0.6585189,0.3414811,1,65,409,,,1,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12380,1.238,65,25,0.928,1.201467
household electronics,GBR,04/09,coffee machine,2.4,,49500,,2.4,65.28,7.451,30.84,18017,19303,0.8933417,0.1066583,1,65,417,0.893342,0.106658,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98620,9.862,65,33,0.928,3.247067
household electronics,GBR,04/09,fans,1.4,,33100,,1.4,65.28,7.451,30.84,18017,19303,0.8933417,0.1066583,1,65,417,,,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98620,9.862,65,33,0.928,3.247067
household electronics,GBR,04/09,hoover,1.09,,74000,,1.09,65.28,7.451,30.84,18017,19303,0.8933417,0.1066583,1,65,417,,,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98620,9.862,65,33,0.928,3.247067
household electronics,GBR,04/09,microwave,0.9,,90500,,0.9,65.28,7.451,30.84,18017,19303,0.8933417,0.1066583,1,65,417,,,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98620,9.862,65,33,0.928,3.247067
household electronics,GBR,04/09,washing machines,1.53,,246000,,1.53,65.28,7.451,30.84,18017,19303,0.8933417,0.1066583,1,65,417,,,1,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98620,9.862,65,33,0.928,3.247067
household electronics,USA,04/09,coffee machine,2.07,,450000,,2.07,49.14,9.625,26.66,18017,19303,0.8631055,0.1368945,1,65,425,0.863105,0.136895,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238500,23.85,65,41,0.928,3.446267
household electronics,USA,04/09,fans,1.4,,246000,,1.4,49.14,9.625,26.66,18017,19303,0.8631055,0.1368945,1,65,425,,,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238500,23.85,65,41,0.928,3.446267
household electronics,USA,04/09,microwave,0.9,,301000,,0.9,49.14,9.625,26.66,18017,19303,0.8631055,0.1368945,1,65,425,,,1,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238500,23.85,65,41,0.928,3.446267
